,MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,MoSold,YrSold,SaleType,SaleCondition,SalePrice,House_Age,Total_SFT
1083,20,RL,8800,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,3,CBlock,3,3,0.0,3,0,698,1251,GasA,3,Y,SBrkr,0,1251,1,0,1,0,3,1,3,Typ,2,Attchd,RFn,1,461,3,3,Y,0,116,0,0,3,2006,WD,Normal,160000,56,1251
1084,60,RL,13031,IR2,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0.0,4,0,99,691,GasA,4,Y,SBrkr,0,1498,0,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,409,3,3,Y,315,44,0,0,7,2006,WD,Normal,187500,25,1498
1085,85,RL,9069,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,2.0,5,0,189,936,GasA,5,Y,SBrkr,0,996,1,0,1,0,2,1,4,Typ,0,Attchd,Unf,2,564,3,3,Y,120,0,0,0,4,2010,WD,Normal,147000,28,996
1086,160,RM,1974,Reg,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,3,3,0.0,3,0,212,546,GasA,3,Y,SBrkr,0,1092,0,0,1,1,3,1,3,Typ,0,Attchd,RFn,1,286,3,3,Y,120,96,0,0,5,2010,WD,Normal,83500,47,1092
1087,60,FV,10574,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1.0,0,0,1082,1082,GasA,5,Y,SBrkr,0,1953,0,0,2,1,3,1,4,Typ,1,Attchd,RFn,3,1043,3,3,Y,160,50,0,0,5,2009,WD,Normal,252000,15,1953
1088,160,RM,2522,Reg,Lvl,Inside,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,4,3,PConc,4,3,0.0,0,0,970,970,GasA,5,Y,SBrkr,0,1709,0,0,2,0,3,1,4,Maj1,0,Detchd,Unf,2,380,3,3,Y,0,40,0,0,4,2006,WD,Normal,137500,16,1709
1089,120,FV,3316,IR1,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,3,PConc,4,3,0.0,5,0,208,1247,GasA,5,Y,SBrkr,0,1247,1,0,1,1,1,1,4,Typ,1,Attchd,Fin,2,550,3,3,Y,0,84,0,0,4,2006,WD,Normal,197000,15,1247
1090,90,RL,8544,Reg,Lvl,Corner,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,Slab,-1,-1,,-1,-1,0,0,Wall,2,N,FuseA,0,1040,0,0,2,0,2,2,3,Typ,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,6,2009,WD,Normal,92900,70,1040
1091,160,FV,2160,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,4,3,PConc,4,3,0.0,3,0,90,600,GasA,5,Y,SBrkr,0,1252,1,0,2,1,2,1,4,Typ,0,Detchd,Unf,2,462,3,3,Y,0,48,0,0,3,2008,WD,Normal,160000,21,1252
1092,50,RL,8400,Reg,Bnk,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0.0,2,0,758,1181,GasA,2,Y,SBrkr,0,1694,0,0,2,0,4,1,3,Typ,1,Detchd,Unf,2,576,3,3,Y,342,0,128,0,6,2008,WD,Normal,136500,95,1694
1093,20,RL,9230,Reg,Lvl,Corner,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,3,CBlock,3,3,1.0,5,0,203,864,GasA,4,Y,SBrkr,0,1200,1,0,1,1,1,1,4,Typ,0,Detchd,Unf,2,884,3,3,Y,0,64,0,0,10,2006,WD,Normal,146000,55,1200
1094,20,RL,5868,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,3,2,448,936,GasA,5,Y,SBrkr,0,936,1,0,1,0,2,1,3,Typ,0,Attchd,Fin,1,308,3,3,Y,0,0,80,160,5,2010,WD,Normal,129000,64,936
1095,20,RL,9317,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,5,0,1290,1314,GasA,4,Y,SBrkr,0,1314,0,0,2,0,3,1,4,Typ,1,Attchd,RFn,2,440,3,3,Y,0,22,0,0,3,2007,WD,Normal,176432,14,1314
1096,70,RM,6882,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0.0,0,0,684,684,GasA,3,Y,SBrkr,0,1355,0,0,1,1,3,1,4,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,136,0,115,0,3,2007,WD,Normal,127000,106,1355
1097,120,RL,3696,Reg,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,4,3,0.0,0,0,1074,1074,GasA,5,Y,SBrkr,0,1088,0,0,1,1,2,1,4,Typ,0,Attchd,RFn,2,461,3,3,Y,0,74,137,0,10,2007,WD,Normal,170000,34,1088
1098,50,RM,6000,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0.0,3,0,0,672,GasA,3,Y,SBrkr,0,1324,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,240,3,3,Y,0,0,0,0,7,2009,WD,Normal,128000,84,1324
1099,20,RL,11880,IR1,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,3,CBlock,4,3,0.0,4,0,567,1271,GasA,3,Y,SBrkr,0,1601,0,0,2,0,3,1,3,Typ,1,Attchd,RFn,2,478,3,3,Y,0,0,0,0,4,2009,COD,Abnorml,157000,42,1601
1100,30,RL,8400,Reg,Bnk,Inside,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,2,0.0,2,0,0,290,GasA,3,N,FuseF,0,438,0,0,1,0,1,1,2,Typ,0,Detchd,Unf,1,246,3,3,N,0,0,0,0,1,2009,WD,Normal,60000,100,438
1101,20,RL,9758,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,3,1,251,950,GasA,3,Y,SBrkr,0,950,0,0,1,0,3,1,3,Typ,0,Detchd,Unf,1,280,3,3,Y,0,0,0,0,7,2007,WD,Normal,119500,49,950
1102,20,RL,7000,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,3,CBlock,3,3,0.0,2,0,422,1010,GasA,5,Y,SBrkr,0,1134,0,0,1,0,2,1,3,Typ,0,Attchd,RFn,1,254,3,3,Y,0,16,0,0,4,2007,WD,Family,135000,60,1134
1103,20,RL,8910,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,1.0,4,0,0,655,GasA,5,Y,SBrkr,0,1194,0,1,1,0,3,1,3,Typ,1,BuiltIn,Fin,2,539,3,3,Y,0,0,192,0,7,2006,WD,Normal,159500,61,1194
1104,160,RM,2016,Reg,Lvl,Inside,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,3,CBlock,3,3,0.0,0,0,630,630,GasA,3,Y,SBrkr,0,1302,0,0,2,1,3,1,3,Typ,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,4,2007,WD,Normal,106000,50,1302
1105,60,RL,12256,IR1,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,4,3,PConc,5,3,2.0,5,0,431,1463,GasA,5,Y,SBrkr,0,2622,1,0,2,1,3,1,4,Typ,2,Attchd,RFn,2,712,3,3,Y,186,32,0,0,4,2010,WD,Normal,325000,26,2622
1106,20,RL,10357,IR1,Lvl,Corner,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,1.0,5,0,172,910,GasA,4,Y,SBrkr,0,1442,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,2,719,3,3,Y,0,244,0,0,5,2007,WD,Normal,179900,30,1442
1107,60,RL,23257,IR3,HLS,CulDSac,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,4,0.0,0,0,868,868,GasA,5,Y,SBrkr,0,2021,0,0,2,1,3,1,4,Typ,1,BuiltIn,RFn,2,422,3,3,Y,0,100,0,0,9,2006,New,Partial,274725,14,2021
1108,60,RL,8063,Reg,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,0.0,0,0,924,924,GasA,5,Y,SBrkr,0,1690,0,0,2,1,3,1,3,Typ,1,Attchd,RFn,2,463,3,3,Y,100,48,0,0,11,2007,WD,Abnorml,181000,20,1690
1109,20,RL,11362,IR1,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,4,3,PConc,5,3,1.0,5,0,797,1836,GasA,5,Y,SBrkr,0,1836,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,3,862,3,3,Y,125,185,0,0,3,2009,WD,Normal,280000,16,1836
1110,60,RL,8000,Reg,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,0.0,5,0,554,773,GasA,4,Y,SBrkr,0,1658,1,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,431,3,3,Y,224,84,0,0,6,2008,WD,Normal,188000,25,1658
1111,60,RL,10480,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,3,CBlock,3,3,0.0,4,0,400,803,GasA,3,Y,SBrkr,0,1964,0,0,2,1,4,1,3,Typ,1,Attchd,RFn,2,483,3,3,Y,0,69,0,0,9,2008,WD,Normal,205000,44,1964
1112,20,RL,7100,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,CBlock,3,3,0.0,5,0,108,816,GasA,3,Y,FuseA,0,816,1,0,1,0,2,1,3,Typ,0,Detchd,Unf,1,308,3,3,Y,0,0,0,0,7,2006,WD,Normal,129900,63,816
1113,20,RL,8923,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,0.0,3,0,365,1008,GasA,4,Y,SBrkr,0,1008,1,0,1,0,2,1,4,Typ,0,Attchd,Unf,1,240,3,3,Y,0,18,0,0,5,2007,WD,Normal,134500,67,1008
1114,20,RL,5400,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0.0,2,0,418,833,GasA,5,Y,SBrkr,0,833,0,0,1,0,2,1,4,Typ,0,Detchd,Unf,1,326,3,3,Y,0,0,0,0,8,2006,WD,Normal,117000,66,833
1115,20,RL,12085,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,4,3,PConc,5,3,0.0,5,0,730,1734,GasA,5,Y,SBrkr,0,1734,1,0,2,0,3,1,5,Typ,1,Attchd,RFn,3,928,3,3,Y,0,0,0,0,11,2007,New,Partial,318000,13,1734
1116,80,RL,7750,Reg,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,5,0,55,408,GasA,5,Y,SBrkr,0,1419,1,0,2,1,3,1,4,Typ,1,BuiltIn,Fin,2,527,3,3,Y,120,0,0,0,3,2009,WD,Normal,184100,18,1419
1117,20,RL,9764,IR1,Lvl,FR2,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0.0,3,0,192,894,GasA,5,Y,SBrkr,0,894,1,0,1,0,3,1,4,Typ,0,Attchd,RFn,2,450,3,3,Y,0,0,0,0,5,2008,WD,Normal,130000,53,894
1118,80,RL,13825,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,0.0,0,0,533,533,GasA,3,Y,SBrkr,0,1601,0,1,1,0,3,1,3,Min2,0,BuiltIn,RFn,1,300,3,3,Y,280,34,0,0,12,2008,WD,Normal,140000,62,1601
1119,20,RL,7560,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,0.0,1,0,671,1040,GasA,3,Y,FuseA,0,1040,0,0,1,0,3,1,3,Typ,0,Attchd,RFn,1,286,3,3,Y,140,0,252,0,7,2006,WD,Normal,133700,61,1040
1120,30,RM,8263,Reg,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,BrkTil,3,3,0.0,0,0,1012,1012,GasA,3,Y,FuseA,0,1012,0,0,1,0,2,1,3,Typ,1,Detchd,Unf,1,308,3,3,Y,0,22,112,0,5,2007,WD,Normal,118400,100,1012
1121,20,RL,10084,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,2.0,5,0,1528,1552,GasA,5,Y,SBrkr,0,1552,0,0,2,0,3,1,4,Typ,0,Attchd,RFn,3,782,3,3,Y,144,20,0,0,7,2006,New,Partial,212900,15,1552
1122,20,RL,8926,IR1,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3,3,0.0,0,0,672,672,GasA,5,Y,FuseA,0,960,0,0,1,0,3,1,3,Typ,0,Basment,Unf,1,288,3,3,Y,64,0,0,160,10,2009,COD,Abnorml,112000,64,960
1123,20,RL,9405,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,3,3,0.0,0,0,698,698,GasA,5,Y,SBrkr,0,698,0,1,1,0,2,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,200,0,0,6,2009,WD,Normal,118000,73,698
1124,80,RL,9125,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,3,PConc,4,3,0.0,0,0,384,384,GasA,4,Y,SBrkr,0,1482,0,0,2,1,3,1,4,Typ,1,Attchd,Fin,2,392,3,3,Y,100,25,0,0,7,2007,WD,Normal,163900,28,1482
1125,20,RL,10434,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,0.0,0,0,1005,1005,GasA,3,Y,SBrkr,0,1005,0,0,1,0,2,1,2,Typ,1,Detchd,Unf,2,672,2,2,Y,0,0,0,0,11,2009,WD,Normal,115000,65,1005
1126,120,RL,3684,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,0.0,0,0,1373,1373,GasA,5,Y,SBrkr,0,1555,0,0,2,0,2,1,4,Typ,1,Attchd,Fin,3,660,3,3,Y,143,20,0,0,6,2009,WD,Normal,174000,13,1555
1127,20,RL,14572,IR3,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,5,0,230,1530,GasA,5,Y,SBrkr,0,1530,1,0,2,0,3,1,4,Typ,1,Attchd,Fin,3,630,3,3,Y,144,36,0,0,11,2007,WD,Family,259000,16,1530
1128,60,RL,11796,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2.0,0,0,847,847,GasA,5,Y,SBrkr,0,1959,0,0,2,1,4,1,4,Typ,1,BuiltIn,Fin,2,434,3,3,Y,100,48,0,0,7,2007,WD,Normal,215000,16,1959
1129,90,RM,7200,Reg,Lvl,Inside,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,4,3,3.0,5,0,0,936,GasA,3,Y,SBrkr,0,936,1,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,672,3,3,Y,49,0,0,0,8,2007,WD,Normal,140000,40,936
1130,50,RL,7804,Reg,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,Gable,CompShg,WdShing,Plywood,None,0.0,3,3,BrkTil,3,3,0.0,3,0,500,1122,GasA,3,Y,SBrkr,0,1981,1,0,2,0,4,1,4,Min2,2,Detchd,Unf,2,576,3,3,Y,431,44,0,0,12,2009,WD,Normal,135000,92,1981
1131,20,RL,10712,Reg,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,1.0,3,0,762,974,GasA,3,Y,SBrkr,0,974,0,0,1,0,3,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,28,0,0,9,2007,Oth,Abnorml,93500,29,974
1132,70,RM,9900,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1.0,0,0,1008,1008,GasW,3,Y,SBrkr,0,2210,0,0,2,0,5,1,2,Typ,0,Detchd,Unf,1,205,2,3,N,0,48,0,0,5,2007,WD,Normal,117500,140,2210
1133,60,RL,9828,IR1,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,0.0,5,0,544,1128,GasA,5,Y,SBrkr,0,2020,0,0,2,1,3,1,4,Typ,1,Attchd,RFn,2,466,3,3,Y,0,155,0,0,6,2009,WD,Normal,239500,25,2020
1134,60,RL,8773,IR1,HLS,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,2.0,0,0,916,916,GasA,4,Y,SBrkr,0,1600,0,0,2,1,3,1,3,Typ,1,Attchd,Fin,2,460,3,3,Y,100,38,0,0,8,2007,WD,Normal,169000,23,1600
1135,30,RM,6180,Reg,Lvl,Corner,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0.0,0,0,960,960,GasA,3,N,SBrkr,0,986,0,0,1,0,2,1,3,Typ,1,Detchd,Unf,1,180,3,3,Y,0,128,0,0,5,2007,WD,Normal,102000,94,986
1136,50,RL,9600,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,0.0,3,0,752,1032,GasA,3,Y,FuseA,0,1252,0,0,1,0,3,1,3,Typ,0,Attchd,Unf,1,288,3,3,Y,0,0,96,0,4,2008,WD,Abnorml,119000,70,1252
1137,50,RL,6342,Reg,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,0.0,0,0,780,780,GasA,4,N,SBrkr,0,1020,0,0,1,0,2,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,N,0,0,176,0,5,2010,WD,Normal,94000,145,1020
1138,20,RL,9819,IR1,Lvl,Inside,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,Gable,CompShg,Plywood,ImStucc,None,0.0,3,3,PConc,3,3,3.0,4,0,0,1567,GasA,3,Y,SBrkr,0,1567,1,0,2,0,2,1,4,Typ,2,Attchd,RFn,2,714,3,3,Y,264,32,0,0,5,2009,WD,Normal,196000,43,1567
1139,30,RL,8731,IR1,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,Gable,CompShg,Stucco,Stucco,None,0.0,3,2,BrkTil,3,3,0.0,3,0,270,915,GasA,3,Y,SBrkr,0,1167,0,0,1,0,3,1,3,Maj1,1,Detchd,Unf,2,495,3,3,Y,0,0,216,126,5,2007,WD,Normal,144000,100,1167
1140,20,RL,7350,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1.0,4,0,100,952,GasA,3,Y,SBrkr,0,952,1,0,1,0,2,1,3,Typ,0,Detchd,Unf,2,840,3,3,Y,0,0,0,0,6,2008,COD,Abnorml,139000,69,952
1141,60,RL,10304,IR1,Lvl,CulDSac,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,3,4,CBlock,3,3,0.0,4,0,399,780,GasA,5,Y,SBrkr,0,1868,1,0,2,1,4,1,4,Typ,1,Attchd,Unf,2,484,3,3,Y,448,96,0,0,10,2009,WD,Normal,197500,44,1868
1142,60,RL,9965,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,340.0,4,3,PConc,5,3,3.0,5,0,316,1466,GasA,5,Y,SBrkr,0,2828,1,0,3,0,4,1,4,Typ,1,BuiltIn,RFn,3,1052,3,3,Y,125,144,0,0,4,2007,New,Partial,424870,14,2828
1143,20,RL,9000,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,3,1959,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,0.0,5,0,718,1006,GasA,3,Y,SBrkr,0,1006,0,0,1,0,3,1,3,Typ,0,NoGarage,NoGarage,0,0,-1,-1,Y,0,24,0,0,7,2008,WD,Normal,80000,61,1006
1144,190,RL,12180,Reg,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,4,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,BrkTil,4,3,0.0,3,0,324,672,Grav,2,N,FuseA,0,924,1,0,1,0,2,1,2,Typ,0,Detchd,Unf,1,280,3,3,Y,0,0,0,0,7,2010,WD,Normal,80000,79,924
1145,50,RM,6240,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1928,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,0.0,0,0,1042,1042,GasA,5,Y,SBrkr,0,1576,0,0,1,0,3,1,3,Typ,1,Detchd,Unf,1,225,3,3,Y,0,0,0,0,8,2006,WD,Family,149000,92,1576
1146,20,RL,11200,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,6,5,1985,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,4,3,CBlock,4,3,0.0,5,0,40,1298,GasA,3,Y,SBrkr,0,1298,1,0,2,0,3,1,4,Typ,1,Attchd,Unf,2,403,3,3,Y,165,26,0,0,5,2006,WD,Normal,180000,35,1298
1147,70,RL,12000,Reg,Bnk,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,7,1941,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0.0,2,0,429,704,GasA,5,Y,SBrkr,0,1564,0,0,1,1,3,1,2,Typ,1,Attchd,Unf,1,234,3,3,Y,0,0,0,0,7,2009,WD,Normal,174500,79,1564
1148,50,RM,5700,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,0.0,0,0,572,572,GasA,3,Y,SBrkr,0,1111,0,0,1,0,2,1,3,Typ,1,Detchd,Unf,1,288,3,3,Y,0,0,176,0,8,2008,WD,Normal,116900,94,1111
1149,70,RM,9000,Reg,Lvl,Inside,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,3,3,0.0,4,0,26,650,GasA,5,Y,SBrkr,0,1482,0,1,1,0,3,1,3,Typ,0,Detchd,Unf,2,324,3,3,Y,0,0,0,0,7,2009,WD,Normal,143000,100,1482
1150,20,RL,8280,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,5,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3,3,0.0,0,0,932,932,GasA,5,Y,FuseA,0,932,0,0,1,0,2,1,4,Typ,1,Attchd,Unf,1,306,3,3,Y,0,0,214,0,11,2007,WD,Normal,124000,70,932
1151,20,RL,17755,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,4,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,3,CBlock,3,3,0.0,3,0,1290,1466,GasA,3,Y,SBrkr,0,1466,0,0,1,1,3,1,2,Typ,2,Attchd,Fin,2,528,3,3,Y,0,140,0,100,11,2006,WD,Normal,149900,61,1466
